year,party,state_code,date,candidate,n_votes,race_n_votes
2008,GOP,NC,5/6/2008,no-preference,20624,517583
2008,GOP,NC,5/6/2008,keyes,13596,517583
2008,GOP,NC,5/6/2008,uncommitted,0,517583
2008,GOP,NC,5/6/2008,-available-,0,517583
2008,GOP,NC,5/6/2008,-not-voting-,0,517583
2008,Dem,NC,5/6/2008,obama,887391,1580726
2008,Dem,NC,5/6/2008,clinton,657669,1580726
2008,Dem,NC,5/6/2008,no-preference,23214,1580726
2008,Dem,NC,5/6/2008,gravel,12452,1580726
2008,Dem,NC,5/6/2008,uncommitted,0,1580726
2008,Dem,NC,5/6/2008,-available-,0,1580726
2008,Dem,NC,5/6/2008,-not-voting-,0,1580726
2008,Dem,WV,5/13/2008,clinton,240890,359910
2008,Dem,WV,5/13/2008,obama,92736,359910
2008,Dem,WV,5/13/2008,edwards,26284,359910
2008,Dem,WV,5/13/2008,uncommitted,0,359910
2008,Dem,WV,5/13/2008,-available-,0,359910
2008,Dem,WV,5/13/2008,-not-voting-,0,359910
2008,GOP,KY,5/20/2008,mccain,142918,197793
2008,GOP,KY,5/20/2008,huckabee,16388,197793
2008,GOP,KY,5/20/2008,paul,13427,197793
2008,GOP,KY,5/20/2008,uncommitted,10755,197793
2008,GOP,KY,5/20/2008,romney,9206,197793
2008,GOP,KY,5/20/2008,giuliani,3055,197793
2008,GOP,KY,5/20/2008,keyes,2044,197793
2008,Dem,KY,5/20/2008,clinton,459511,701768
2008,Dem,KY,5/20/2008,obama,209954,701768
2008,Dem,KY,5/20/2008,uncommitted,18091,701768
2008,Dem,KY,5/20/2008,edwards,14212,701768
2008,Dem,KY,5/20/2008,-available-,0,701768
2008,GOP,OR,5/20/2008,mccain,285861,351916
2008,GOP,OR,5/20/2008,paul,51099,351916
2008,GOP,OR,5/20/2008,write-in,14956,351916
2008,GOP,OR,5/20/2008,uncommitted,0,351916
2008,GOP,OR,5/20/2008,-available-,0,351916
2008,Dem,OR,5/20/2008,obama,375311,640630
2008,Dem,OR,5/20/2008,clinton,259782,640630
2008,Dem,OR,5/20/2008,write-in,5537,640630
2008,Dem,OR,5/20/2008,uncommitted,0,640630
2008,Dem,OR,5/20/2008,-available-,0,640630
2008,Dem,OR,5/20/2008,-not-voting-,0,640630
2008,GOP,ID,5/27/2008,mccain,87367,124908
2008,GOP,ID,5/27/2008,paul,29749,124908
2008,GOP,ID,5/27/2008,none-of-the-names-shown,7792,124908
2008,GOP,ID,5/27/2008,uncommitted,0,124908
2008,GOP,ID,5/27/2008,-available-,0,124908
2008,GOP,ID,5/27/2008,-not-voting-,0,124908
2008,Dem,MT,6/3/2008,obama,103174,182421
2008,Dem,MT,6/3/2008,clinton,74889,182421
2008,Dem,MT,6/3/2008,uncommitted,4358,182421
2008,Dem,MT,6/3/2008,-available-,0,182421
2008,GOP,NM,6/3/2008,mccain,95378,110939
2008,GOP,NM,6/3/2008,paul,15561,110939
2008,GOP,NM,6/3/2008,uncommitted,0,110939
2008,GOP,NM,6/3/2008,-available-,0,110939
2008,GOP,SD,6/3/2008,mccain,42788,60964
2008,GOP,SD,6/3/2008,paul,10072,60964
2008,GOP,SD,6/3/2008,huckabee,4328,60964
2008,GOP,SD,6/3/2008,romney,1990,60964
2008,GOP,SD,6/3/2008,uncommitted,1786,60964
2008,GOP,SD,6/3/2008,-available-,0,60964
2008,Dem,SD,6/3/2008,clinton,54128,97797
2008,Dem,SD,6/3/2008,obama,43669,97797
2008,Dem,SD,6/3/2008,uncommitted,0,97797
2008,Dem,SD,6/3/2008,-available-,0,97797
2008,Dem,SD,6/3/2008,-not-voting-,0,97797
2008,GOP,NE,7/12/2008,mccain,118065,135712
2008,GOP,NE,7/12/2008,paul,17647,135712
2008,GOP,NE,7/12/2008,uncommitted,0,135712
2008,GOP,NE,7/12/2008,-not-voting-,0,135712
2012,GOP,IA,1/3/2012,others,254,121501
2012,GOP,IA,1/3/2012,paul,26036,121501
2012,GOP,IA,1/3/2012,perry,12557,121501
2012,GOP,IA,1/3/2012,romney,29805,121501
2012,GOP,IA,1/3/2012,santorum,29839,121501
2012,GOP,IA,1/3/2012,cain,45,121501
2012,GOP,IA,1/3/2012,gingrich,16163,121501
2012,GOP,IA,1/3/2012,roemer,17,121501
2012,GOP,IA,1/3/2012,huntsman,739,121501
2012,GOP,IA,1/3/2012,bachmann,6046,121501
2012,GOP,NH,1/10/2012,others,2676,248485
2012,GOP,NH,1/10/2012,paul,56848,248485
2012,GOP,NH,1/10/2012,perry,1766,248485
2012,GOP,NH,1/10/2012,romney,97532,248485
2012,GOP,NH,1/10/2012,santorum,23362,248485
2012,GOP,NH,1/10/2012,gingrich,23411,248485
2012,GOP,NH,1/10/2012,roemer,945,248485
2012,GOP,NH,1/10/2012,huntsman,41945,248485
2012,GOP,SC,1/21/2012,others,10685,601215
2012,GOP,SC,1/21/2012,paul,78000,601215
2012,GOP,SC,1/21/2012,romney,167297,601215
2012,GOP,SC,1/21/2012,santorum,102061,601215
2012,GOP,SC,1/21/2012,gingrich,243172,601215
2012,GOP,FL,1/31/2012,others,21613,1669647
2012,GOP,FL,1/31/2012,paul,117104,1669647
2012,GOP,FL,1/31/2012,romney,775014,1669647
2012,GOP,FL,1/31/2012,santorum,222799,1669647
2012,GOP,FL,1/31/2012,gingrich,533117,1669647
2012,GOP,NV,2/4/2012,paul,6175,32894
2012,GOP,NV,2/4/2012,romney,16486,32894
2012,GOP,NV,2/4/2012,santorum,3277,32894
2012,GOP,NV,2/4/2012,gingrich,6956,32894
2012,GOP,CO,2/7/2012,others,394,66224
2012,GOP,CO,2/7/2012,paul,7759,66224
2012,GOP,CO,2/7/2012,romney,23012,66224
2012,GOP,CO,2/7/2012,santorum,26614,66224
2012,GOP,CO,2/7/2012,gingrich,8445,66224
2012,GOP,MN,2/7/2012,others,282,48936
2012,GOP,MN,2/7/2012,paul,13228,48936
2012,GOP,MN,2/7/2012,romney,8222,48936
2012,GOP,MN,2/7/2012,santorum,21932,48936
2012,GOP,MN,2/7/2012,gingrich,5272,48936
2012,GOP,MO,2/7/2012,others,36888,270312
2012,GOP,MO,2/7/2012,paul,30641,270312
2012,GOP,MO,2/7/2012,romney,63826,270312
2012,GOP,MO,2/7/2012,santorum,138957,270312
2012,GOP,ME,2/11/2012,others,72,5814
2012,GOP,ME,2/11/2012,paul,2030,5814
2012,GOP,ME,2/11/2012,romney,2269,5814
2012,GOP,ME,2/11/2012,santorum,1052,5814
2012,GOP,ME,2/11/2012,gingrich,391,5814
2012,GOP,AZ,2/28/2012,others,6875,458631
2012,GOP,AZ,2/28/2012,paul,38753,458631
2012,GOP,AZ,2/28/2012,romney,216805,458631
2012,GOP,AZ,2/28/2012,santorum,122088,458631
2012,GOP,AZ,2/28/2012,gingrich,74110,458631
2012,GOP,MI,2/28/2012,others,29024,997172
2012,GOP,MI,2/28/2012,paul,115712,997172
2012,GOP,MI,2/28/2012,romney,409899,997172
2012,GOP,MI,2/28/2012,santorum,377521,997172
2012,GOP,MI,2/28/2012,gingrich,65016,997172
2012,GOP,WA,3/3/2012,others,1749,50764
2012,GOP,WA,3/3/2012,paul,12594,50764
2012,GOP,WA,3/3/2012,romney,19111,50764
2012,GOP,WA,3/3/2012,santorum,12089,50764
2012,GOP,WA,3/3/2012,gingrich,5221,50764
2012,GOP,AK,3/6/2012,others,34,13219
2012,GOP,AK,3/6/2012,paul,3175,13219
2012,GOP,AK,3/6/2012,romney,4285,13219
2012,GOP,AK,3/6/2012,santorum,3860,13219
2012,GOP,AK,3/6/2012,gingrich,1865,13219
2012,GOP,GA,3/6/2012,others,7099,900434
2012,GOP,GA,3/6/2012,paul,58982,900434
2012,GOP,GA,3/6/2012,romney,233297,900434
2012,GOP,GA,3/6/2012,santorum,176080,900434
2012,GOP,GA,3/6/2012,gingrich,424976,900434
2012,GOP,ID,3/6/2012,others,17,44672
2012,GOP,ID,3/6/2012,paul,8086,44672
2012,GOP,ID,3/6/2012,romney,27514,44672
2012,GOP,ID,3/6/2012,santorum,8115,44672
2012,GOP,ID,3/6/2012,gingrich,940,44672
2012,GOP,MA,3/6/2012,others,6046,367438
2012,GOP,MA,3/6/2012,paul,35037,367438
2012,GOP,MA,3/6/2012,romney,265110,367438
2012,GOP,MA,3/6/2012,santorum,44255,367438
2012,GOP,MA,3/6/2012,gingrich,16990,367438
2012,GOP,ND,3/6/2012,paul,3186,11349
2012,GOP,ND,3/6/2012,romney,2691,11349
2012,GOP,ND,3/6/2012,santorum,4510,11349
2012,GOP,ND,3/6/2012,gingrich,962,11349
2012,GOP,OH,3/6/2012,others,13873,1203403
2012,GOP,OH,3/6/2012,paul,111238,1203403
2012,GOP,OH,3/6/2012,romney,456513,1203403
2012,GOP,OH,3/6/2012,santorum,446225,1203403
2012,GOP,OH,3/6/2012,gingrich,175554,1203403
2012,GOP,OK,3/6/2012,others,2990,286298
2012,GOP,OK,3/6/2012,paul,27572,286298
2012,GOP,OK,3/6/2012,romney,80291,286298
2012,GOP,OK,3/6/2012,santorum,96759,286298
2012,GOP,OK,3/6/2012,gingrich,78686,286298
2012,GOP,TN,3/6/2012,others,9996,551792
2012,GOP,TN,3/6/2012,paul,49801,551792
2012,GOP,TN,3/6/2012,romney,154911,551792
2012,GOP,TN,3/6/2012,santorum,205012,551792
2012,GOP,TN,3/6/2012,gingrich,132072,551792
2012,GOP,VA,3/6/2012,paul,107470,265521
2012,GOP,VA,3/6/2012,romney,158051,265521
2012,GOP,VT,3/6/2012,others,1753,60304
2012,GOP,VT,3/6/2012,paul,15369,60304
2012,GOP,VT,3/6/2012,romney,23965,60304
2012,GOP,VT,3/6/2012,santorum,14273,60304
2012,GOP,VT,3/6/2012,gingrich,4944,60304
2012,GOP,KS,3/10/2012,others,504,30109
2012,GOP,KS,3/10/2012,paul,3767,30109
2012,GOP,KS,3/10/2012,romney,6250,30109
2012,GOP,KS,3/10/2012,santorum,15290,30109
2012,GOP,KS,3/10/2012,gingrich,4298,30109
2012,GOP,WY,3/10/2012,others,206,1308
2012,GOP,WY,3/10/2012,paul,160,1308
2012,GOP,WY,3/10/2012,romney,578,1308
2012,GOP,WY,3/10/2012,santorum,357,1308
2012,GOP,WY,3/10/2012,gingrich,7,1308
2012,GOP,AL,3/13/2012,others,13858,621742
2012,GOP,AL,3/13/2012,paul,30892,621742
2012,GOP,AL,3/13/2012,romney,180250,621742
2012,GOP,AL,3/13/2012,santorum,214545,621742
2012,GOP,AL,3/13/2012,gingrich,182197,621742
2012,GOP,HI,3/13/2012,paul,1712,9365
2012,GOP,HI,3/13/2012,romney,4250,9365
2012,GOP,HI,3/13/2012,santorum,2369,9365
2012,GOP,HI,3/13/2012,gingrich,1034,9365
2012,GOP,MS,3/13/2012,others,3081,289935
2012,GOP,MS,3/13/2012,paul,12749,289935
2012,GOP,MS,3/13/2012,romney,88715,289935
2012,GOP,MS,3/13/2012,santorum,94981,289935
2012,GOP,MS,3/13/2012,gingrich,90409,289935
2012,GOP,IL,3/20/2012,others,9245,929031
2012,GOP,IL,3/20/2012,paul,86605,929031
2012,GOP,IL,3/20/2012,romney,433700,929031
2012,GOP,IL,3/20/2012,santorum,325488,929031
2012,GOP,IL,3/20/2012,gingrich,73993,929031
2012,GOP,LA,3/24/2012,others,4208,186377
2012,GOP,LA,3/24/2012,paul,11460,186377
2012,GOP,LA,3/24/2012,romney,49749,186377
2012,GOP,LA,3/24/2012,santorum,91305,186377
2012,GOP,LA,3/24/2012,gingrich,29655,186377
2012,GOP,DC,4/3/2012,others,312,4446
2012,GOP,DC,4/3/2012,paul,535,4446
2012,GOP,DC,4/3/2012,romney,3122,4446
2012,GOP,DC,4/3/2012,gingrich,477,4446
2012,GOP,MD,4/3/2012,others,3654,238987
2012,GOP,MD,4/3/2012,paul,22698,238987
2012,GOP,MD,4/3/2012,romney,117527,238987
2012,GOP,MD,4/3/2012,santorum,69020,238987
2012,GOP,MD,4/3/2012,gingrich,26088,238987
2012,GOP,WI,4/3/2012,others,15396,785163
2012,GOP,WI,4/3/2012,paul,87896,785163
2012,GOP,WI,4/3/2012,romney,346279,785163
2012,GOP,WI,4/3/2012,santorum,289648,785163
2012,GOP,WI,4/3/2012,gingrich,45944,785163
2012,GOP,CT,4/24/2012,others,1168,59660
2012,GOP,CT,4/24/2012,paul,8014,59660
2012,GOP,CT,4/24/2012,romney,40265,59660
2012,GOP,CT,4/24/2012,santorum,4078,59660
2012,GOP,CT,4/24/2012,gingrich,6135,59660
2012,GOP,DE,4/24/2012,paul,3017,28591
2012,GOP,DE,4/24/2012,romney,16143,28591
2012,GOP,DE,4/24/2012,santorum,1690,28591
2012,GOP,DE,4/24/2012,gingrich,7741,28591
2012,GOP,NY,4/24/2012,paul,24947,162990
2012,GOP,NY,4/24/2012,romney,103142,162990
2012,GOP,NY,4/24/2012,santorum,14181,162990
2012,GOP,NY,4/24/2012,gingrich,20720,162990
2012,GOP,PA,4/24/2012,paul,105356,799958
2012,GOP,PA,4/24/2012,romney,464062,799958
2012,GOP,PA,4/24/2012,santorum,146745,799958
2012,GOP,PA,4/24/2012,gingrich,83795,799958
2012,GOP,RI,4/24/2012,others,169,14488
2012,GOP,RI,4/24/2012,paul,3462,14488
2012,GOP,RI,4/24/2012,romney,9156,14488
2012,GOP,RI,4/24/2012,santorum,823,14488
2012,GOP,RI,4/24/2012,gingrich,878,14488
2012,GOP,IN,5/8/2012,paul,99628,639687
2012,GOP,IN,5/8/2012,romney,413717,639687
2012,GOP,IN,5/8/2012,santorum,85255,639687
2012,GOP,IN,5/8/2012,gingrich,41087,639687
2012,GOP,NC,5/8/2012,others,50323,967014
2012,GOP,NC,5/8/2012,paul,107103,967014
2012,GOP,NC,5/8/2012,romney,635028,967014
2012,GOP,NC,5/8/2012,santorum,100672,967014
2012,GOP,NC,5/8/2012,gingrich,73888,967014
2012,GOP,WV,5/8/2012,others,1129,111263
2012,GOP,WV,5/8/2012,paul,12263,111263
2012,GOP,WV,5/8/2012,romney,77477,111263
2012,GOP,WV,5/8/2012,santorum,13408,111263
2012,GOP,WV,5/8/2012,gingrich,6986,111263
2012,GOP,NE,5/15/2012,paul,18222,183146
2012,GOP,NE,5/15/2012,romney,129771,183146
2012,GOP,NE,5/15/2012,santorum,25613,183146
2012,GOP,NE,5/15/2012,gingrich,9540,183146
2012,GOP,OR,5/15/2012,paul,29725,235593
2012,GOP,OR,5/15/2012,romney,170971,235593
2012,GOP,OR,5/15/2012,santorum,21760,235593
2012,GOP,OR,5/15/2012,gingrich,13137,235593
2012,GOP,AR,5/22/2012,paul,20264,150957
2012,GOP,AR,5/22/2012,romney,103121,150957
2012,GOP,AR,5/22/2012,santorum,20135,150957
2012,GOP,AR,5/22/2012,gingrich,7437,150957
2012,GOP,KY,5/22/2012,others,10340,175882
2012,GOP,KY,5/22/2012,paul,22044,175882
2012,GOP,KY,5/22/2012,romney,117399,175882
2012,GOP,KY,5/22/2012,santorum,15654,175882
2012,GOP,KY,5/22/2012,gingrich,10445,175882
2012,GOP,TX,5/29/2012,others,92512,1443781
2012,GOP,TX,5/29/2012,paul,172459,1443781
2012,GOP,TX,5/29/2012,romney,995949,1443781
2012,GOP,TX,5/29/2012,santorum,114973,1443781
2012,GOP,TX,5/29/2012,gingrich,67888,1443781
2012,GOP,CA,6/5/2012,others,18351,1666858
2012,GOP,CA,6/5/2012,paul,169668,1666858
2012,GOP,CA,6/5/2012,romney,1328415,1666858
2012,GOP,CA,6/5/2012,santorum,87885,1666858
2012,GOP,CA,6/5/2012,gingrich,62539,1666858
2012,GOP,MT,6/5/2012,others,5533,139904
2012,GOP,MT,6/5/2012,paul,20119,139904
2012,GOP,MT,6/5/2012,romney,95690,139904
2012,GOP,MT,6/5/2012,santorum,12482,139904
2012,GOP,MT,6/5/2012,gingrich,6080,139904
2012,GOP,NJ,6/5/2012,paul,23612,227330
2012,GOP,NJ,6/5/2012,romney,184732,227330
2012,GOP,NJ,6/5/2012,santorum,11892,227330
2012,GOP,NJ,6/5/2012,gingrich,7094,227330
2012,GOP,NM,6/5/2012,paul,9482,91819
2012,GOP,NM,6/5/2012,romney,67310,91819
2012,GOP,NM,6/5/2012,santorum,9660,91819
2012,GOP,NM,6/5/2012,gingrich,5367,91819
2012,GOP,SD,6/5/2012,others,2797,51524
2012,GOP,SD,6/5/2012,paul,6704,51524
2012,GOP,SD,6/5/2012,romney,34033,51524
2012,GOP,SD,6/5/2012,santorum,5916,51524
2012,GOP,SD,6/5/2012,gingrich,2074,51524
2012,GOP,UT,6/26/2012,others,545,220960
2012,GOP,UT,6/26/2012,paul,10384,220960
2012,GOP,UT,6/26/2012,romney,205609,220960
2012,GOP,UT,6/26/2012,santorum,3348,220960
2012,GOP,UT,6/26/2012,gingrich,1074,220960
2016,Dem,IA,2/01/2016,clinton,701,1406
2016,Dem,IA,2/01/2016,sanders,697,1406
2016,Dem,IA,2/01/2016,o-malley,8,1406
2016,GOP,IA,2/01/2016,cruz,51666,186874
2016,GOP,IA,2/01/2016,trump,45427,186874
2016,GOP,IA,2/01/2016,rubio,43165,186874
2016,GOP,IA,2/01/2016,carson,17395,186874
2016,GOP,IA,2/01/2016,paul,8481,186874
2016,GOP,IA,2/01/2016,bush,5238,186874
2016,GOP,IA,2/01/2016,fiorina,3485,186874
2016,GOP,IA,2/01/2016,kasich,3474,186874
2016,GOP,IA,2/01/2016,huckabee,3345,186874
2016,GOP,IA,2/01/2016,christie,3284,186874
2016,GOP,IA,2/01/2016,santorum,1783,186874
2016,GOP,IA,2/01/2016,gilmore,12,186874
2016,GOP,NH,2/09/2016,trump,100406,284120
2016,GOP,NH,2/09/2016,kasich,44909,284120
2016,GOP,NH,2/09/2016,cruz,33189,284120
2016,GOP,NH,2/09/2016,bush,31310,284120
2016,GOP,NH,2/09/2016,rubio,30032,284120
2016,GOP,NH,2/09/2016,christie,21069,284120
2016,GOP,NH,2/09/2016,fiorina,11706,284120
2016,GOP,NH,2/09/2016,carson,6509,284120
2016,GOP,NH,2/09/2016,paul,1900,284120
2016,GOP,NH,2/09/2016,huckabee,215,284120
2016,GOP,NH,2/09/2016,?,169,284120
2016,GOP,NH,2/09/2016,santorum,155,284120
2016,GOP,NH,2/09/2016,gilmore,133,284120
2016,GOP,NH,2/09/2016,?,105,284120
2016,GOP,NH,2/09/2016,?,80,284120
2016,GOP,NH,2/09/2016,?,77,284120
2016,GOP,NH,2/09/2016,?,70,284120
2016,GOP,NH,2/09/2016,?,64,284120
2016,GOP,NH,2/09/2016,?,54,284120
2016,GOP,NH,2/09/2016,?,47,284120
2016,GOP,NH,2/09/2016,?,44,284120
2016,GOP,NH,2/09/2016,?,31,284120
2016,GOP,NH,2/09/2016,?,14,284120
2016,GOP,NH,2/09/2016,?,14,284120
2016,GOP,NH,2/09/2016,?,12,284120
2016,GOP,NH,2/09/2016,?,9,284120
2016,GOP,NH,2/09/2016,?,7,284120
2016,GOP,NH,2/09/2016,?,5,284120
2016,GOP,NH,2/09/2016,?,5,284120
2016,GOP,NH,2/09/2016,?,5,284120
2016,Dem,NH,2/09/2016,sanders,151584,250983
2016,Dem,NH,2/09/2016,clinton,95252,250983
2016,Dem,NH,2/09/2016,o-malley,643,250983
2016,Dem,NH,2/09/2016,?,260,250983
2016,Dem,NH,2/09/2016,?,226,250983
2016,Dem,NH,2/09/2016,?,125,250983
2016,Dem,NH,2/09/2016,?,106,250983
2016,Dem,NH,2/09/2016,?,95,250983
2016,Dem,NH,2/09/2016,?,54,250983
2016,Dem,NH,2/09/2016,?,52,250983
2016,Dem,NH,2/09/2016,?,47,250983
2016,Dem,NH,2/09/2016,?,43,250983
2016,Dem,NH,2/09/2016,?,34,250983
2016,Dem,NH,2/09/2016,?,33,250983
2016,Dem,NH,2/09/2016,?,27,250983
2016,Dem,NH,2/09/2016,?,27,250983
2016,Dem,NH,2/09/2016,?,25,250983
2016,Dem,NH,2/09/2016,?,22,250983
2016,Dem,NH,2/09/2016,?,21,250983
2016,Dem,NH,2/09/2016,?,21,250983
2016,Dem,NH,2/09/2016,?,18,250983
2016,Dem,NH,2/09/2016,?,17,250983
2016,Dem,NH,2/09/2016,?,17,250983
2016,Dem,NH,2/09/2016,?,16,250983
2016,Dem,NH,2/09/2016,?,15,250983
2016,Dem,NH,2/09/2016,?,14,250983
2016,Dem,NH,2/09/2016,?,8,250983
2016,Dem,NH,2/09/2016,?,7,250983
2016,Dem,NV,2/20/2016,clinton,6316,12002
2016,Dem,NV,2/20/2016,sanders,5678,12002
2016,GOP,SC,2/20/2016,trump,239851,737917
2016,GOP,SC,2/20/2016,rubio,165881,737917
2016,GOP,SC,2/20/2016,cruz,164790,737917
2016,GOP,SC,2/20/2016,bush,57863,737917
2016,GOP,SC,2/20/2016,kasich,56206,737917
2016,GOP,SC,2/20/2016,carson,53326,737917
2016,GOP,NV,2/23/2016,trump,34531,75216
2016,GOP,NV,2/23/2016,rubio,17940,75216
2016,GOP,NV,2/23/2016,cruz,16079,75216
2016,GOP,NV,2/23/2016,carson,3619,75216
2016,GOP,NV,2/23/2016,kasich,2709,75216
2016,GOP,NV,2/23/2016,paul,170,75216
2016,GOP,NV,2/23/2016,bush,64,75216
2016,GOP,NV,2/23/2016,christie,50,75216
2016,GOP,NV,2/23/2016,fiorina,22,75216
2016,GOP,NV,2/23/2016,huckabee,21,75216
2016,GOP,NV,2/23/2016,santorum,11,75216
2016,Dem,SC,2/27/2016,clinton,271514,369526
2016,Dem,SC,2/27/2016,sanders,95977,369526
2016,Dem,SC,2/27/2016,?,1321,369526
2016,Dem,SC,2/27/2016,o-malley,714,369526
2016,GOP,AK,3/01/2016,cruz,7973,21930
2016,GOP,AK,3/01/2016,trump,7346,21930
2016,GOP,AK,3/01/2016,rubio,3318,21930
2016,GOP,AK,3/01/2016,carson,2401,21930
2016,GOP,AK,3/01/2016,kasich,892,21930
2016,GOP,AL,3/01/2016,trump,371735,856166
2016,GOP,AL,3/01/2016,cruz,180608,856166
2016,GOP,AL,3/01/2016,rubio,159802,856166
2016,GOP,AL,3/01/2016,carson,87517,856166
2016,GOP,AL,3/01/2016,kasich,37970,856166
2016,GOP,AL,3/01/2016,bush,3946,856166
2016,GOP,AL,3/01/2016,huckabee,2535,856166
2016,GOP,AL,3/01/2016,paul,1879,856166
2016,GOP,AL,3/01/2016,christie,850,856166
2016,GOP,AL,3/01/2016,santorum,616,856166
2016,GOP,AL,3/01/2016,fiorina,543,856166
2016,GOP,AL,3/01/2016,?,254,856166
2016,Dem,AL,3/01/2016,clinton,309928,398164
2016,Dem,AL,3/01/2016,sanders,76399,398164
2016,Dem,AL,3/01/2016,o-malley,1489,398164
2016,Dem,AL,3/01/2016,?,814,398164
2016,Dem,AR,3/01/2016,clinton,144580,218120
2016,Dem,AR,3/01/2016,sanders,64868,218120
2016,Dem,AR,3/01/2016,o-malley,2764,218120
2016,Dem,AR,3/01/2016,?,2541,218120
2016,Dem,AR,3/01/2016,?,1687,218120
2016,Dem,AR,3/01/2016,?,1680,218120
2016,GOP,AR,3/01/2016,trump,133144,406522
2016,GOP,AR,3/01/2016,cruz,123873,406522
2016,GOP,AR,3/01/2016,rubio,101235,406522
2016,GOP,AR,3/01/2016,carson,23173,406522
2016,GOP,AR,3/01/2016,kasich,15098,406522
2016,GOP,AR,3/01/2016,huckabee,4703,406522
2016,GOP,AR,3/01/2016,bush,2406,406522
2016,GOP,AR,3/01/2016,paul,1127,406522
2016,GOP,AR,3/01/2016,christie,651,406522
2016,GOP,AR,3/01/2016,fiorina,409,406522
2016,GOP,AR,3/01/2016,santorum,286,406522
2016,GOP,AR,3/01/2016,?,250,406522
2016,GOP,AR,3/01/2016,?,167,406522
2016,Dem,CO,3/01/2016,sanders,72115,122296
2016,Dem,CO,3/01/2016,clinton,49314,122296
2016,GOP,GA,3/01/2016,trump,501707,1292601
2016,GOP,GA,3/01/2016,rubio,315979,1292601
2016,GOP,GA,3/01/2016,cruz,305109,1292601
2016,GOP,GA,3/01/2016,carson,80503,1292601
2016,GOP,GA,3/01/2016,kasich,72303,1292601
2016,GOP,GA,3/01/2016,bush,7664,1292601
2016,GOP,GA,3/01/2016,paul,2901,1292601
2016,GOP,GA,3/01/2016,huckabee,2615,1292601
2016,GOP,GA,3/01/2016,christie,1485,1292601
2016,GOP,GA,3/01/2016,fiorina,1143,1292601
2016,GOP,GA,3/01/2016,santorum,534,1292601
2016,GOP,GA,3/01/2016,?,423,1292601
2016,GOP,GA,3/01/2016,?,235,1292601
2016,Dem,GA,3/01/2016,clinton,543008,761218
2016,Dem,GA,3/01/2016,sanders,214332,761218
2016,Dem,GA,3/01/2016,o-malley,2119,761218
2016,Dem,GA,3/01/2016,?,1759,761218
2016,GOP,MA,3/01/2016,trump,311313,631395
2016,GOP,MA,3/01/2016,kasich,113783,631395
2016,GOP,MA,3/01/2016,rubio,112822,631395
2016,GOP,MA,3/01/2016,cruz,60473,631395
2016,GOP,MA,3/01/2016,carson,16277,631395
2016,GOP,MA,3/01/2016,bush,6454,631395
2016,GOP,MA,3/01/2016,paul,1862,631395
2016,GOP,MA,3/01/2016,christie,1832,631395
2016,GOP,MA,3/01/2016,fiorina,1153,631395
2016,GOP,MA,3/01/2016,gilmore,744,631395
2016,GOP,MA,3/01/2016,huckabee,689,631395
2016,GOP,MA,3/01/2016,?,467,631395
2016,GOP,MA,3/01/2016,santorum,290,631395
2016,Dem,MA,3/01/2016,clinton,603784,1204927
2016,Dem,MA,3/01/2016,sanders,586716,1204927
2016,Dem,MA,3/01/2016,o-malley,4744,1204927
2016,Dem,MA,3/01/2016,?,1531,1204927
2016,Dem,MN,3/01/2016,sanders,118135,191647
2016,Dem,MN,3/01/2016,clinton,73510,191647
2016,Dem,MN,3/01/2016,?,1,191647
2016,Dem,MN,3/01/2016,o-malley,0,191647
2016,GOP,MN,3/01/2016,rubio,41126,112755
2016,GOP,MN,3/01/2016,cruz,32684,112755
2016,GOP,MN,3/01/2016,trump,24018,112755
2016,GOP,MN,3/01/2016,carson,8233,112755
2016,GOP,MN,3/01/2016,kasich,6488,112755
2016,GOP,OK,3/01/2016,cruz,157941,459542
2016,GOP,OK,3/01/2016,trump,130141,459542
2016,GOP,OK,3/01/2016,rubio,119562,459542
2016,GOP,OK,3/01/2016,carson,28572,459542
2016,GOP,OK,3/01/2016,kasich,16515,459542
2016,GOP,OK,3/01/2016,bush,2089,459542
2016,GOP,OK,3/01/2016,paul,1662,459542
2016,GOP,OK,3/01/2016,huckabee,1306,459542
2016,GOP,OK,3/01/2016,fiorina,610,459542
2016,GOP,OK,3/01/2016,christie,545,459542
2016,GOP,OK,3/01/2016,santorum,375,459542
2016,GOP,OK,3/01/2016,?,224,459542
2016,Dem,OK,3/01/2016,sanders,174054,335554
2016,Dem,OK,3/01/2016,clinton,139338,335554
2016,Dem,OK,3/01/2016,o-malley,7669,335554
2016,Dem,OK,3/01/2016,?,4385,335554
2016,Dem,OK,3/01/2016,?,4167,335554
2016,Dem,OK,3/01/2016,?,3456,335554
2016,Dem,OK,3/01/2016,?,2485,335554
2016,Dem,TN,3/01/2016,clinton,245304,371082
2016,Dem,TN,3/01/2016,sanders,120333,371082
2016,Dem,TN,3/01/2016,o-malley,2012,371082
2016,GOP,TN,3/01/2016,trump,332702,854445
2016,GOP,TN,3/01/2016,cruz,211159,854445
2016,GOP,TN,3/01/2016,rubio,180989,854445
2016,GOP,TN,3/01/2016,carson,64846,854445
2016,GOP,TN,3/01/2016,kasich,45243,854445
2016,GOP,TN,3/01/2016,bush,9543,854445
2016,GOP,TN,3/01/2016,huckabee,2404,854445
2016,GOP,TN,3/01/2016,paul,2336,854445
2016,GOP,TN,3/01/2016,christie,1249,854445
2016,GOP,TN,3/01/2016,fiorina,713,854445
