year,party,state_code,date,candidate,n_votes,race_n_votes
2016,GOP,TN,3/01/2016,santorum,710,854445
2016,GOP,TN,3/01/2016,gilmore,270,854445
2016,GOP,TN,3/01/2016,?,256,854445
2016,GOP,TN,3/01/2016,?,188,854445
2016,Dem,TX,3/01/2016,clinton,935080,1433908
2016,Dem,TX,3/01/2016,sanders,475561,1433908
2016,Dem,TX,3/01/2016,?,8425,1433908
2016,Dem,TX,3/01/2016,o-malley,5337,1433908
2016,Dem,TX,3/01/2016,?,3251,1433908
2016,Dem,TX,3/01/2016,?,2505,1433908
2016,Dem,TX,3/01/2016,?,2016,1433908
2016,Dem,TX,3/01/2016,?,1733,1433908
2016,GOP,TX,3/01/2016,cruz,1239370,2832234
2016,GOP,TX,3/01/2016,trump,757618,2832234
2016,GOP,TX,3/01/2016,rubio,502223,2832234
2016,GOP,TX,3/01/2016,kasich,120257,2832234
2016,GOP,TX,3/01/2016,carson,117780,2832234
2016,GOP,TX,3/01/2016,bush,35418,2832234
2016,GOP,TX,3/01/2016,paul,7969,2832234
2016,GOP,TX,3/01/2016,huckabee,6213,2832234
2016,GOP,TX,3/01/2016,?,5455,2832234
2016,GOP,TX,3/01/2016,christie,3461,2832234
2016,GOP,TX,3/01/2016,fiorina,3243,2832234
2016,GOP,TX,3/01/2016,santorum,2004,2832234
2016,GOP,TX,3/01/2016,?,1708,2832234
2016,GOP,VA,3/01/2016,trump,355960,1024913
2016,GOP,VA,3/01/2016,rubio,327042,1024913
2016,GOP,VA,3/01/2016,cruz,173193,1024913
2016,GOP,VA,3/01/2016,kasich,96519,1024913
2016,GOP,VA,3/01/2016,carson,60093,1024913
2016,GOP,VA,3/01/2016,bush,3606,1024913
2016,GOP,VA,3/01/2016,paul,2935,1024913
2016,GOP,VA,3/01/2016,huckabee,1491,1024913
2016,GOP,VA,3/01/2016,christie,1098,1024913
2016,GOP,VA,3/01/2016,fiorina,912,1024913
2016,GOP,VA,3/01/2016,gilmore,881,1024913
2016,GOP,VA,3/01/2016,santorum,728,1024913
2016,GOP,VA,3/01/2016,?,455,1024913
2016,Dem,VA,3/01/2016,clinton,503358,782895
2016,Dem,VA,3/01/2016,sanders,275507,782895
2016,Dem,VA,3/01/2016,o-malley,4030,782895
2016,GOP,VT,3/01/2016,trump,19968,61013
2016,GOP,VT,3/01/2016,kasich,18543,61013
2016,GOP,VT,3/01/2016,rubio,11778,61013
2016,GOP,VT,3/01/2016,cruz,5929,61013
2016,GOP,VT,3/01/2016,carson,2544,61013
2016,GOP,VT,3/01/2016,bush,1101,61013
2016,GOP,VT,3/01/2016,paul,415,61013
2016,GOP,VT,3/01/2016,christie,361,61013
2016,GOP,VT,3/01/2016,fiorina,211,61013
2016,GOP,VT,3/01/2016,santorum,163,61013
2016,Dem,VT,3/01/2016,sanders,115863,134571
2016,Dem,VT,3/01/2016,clinton,18335,134571
2016,Dem,VT,3/01/2016,o-malley,279,134571
2016,Dem,VT,3/01/2016,?,94,134571
2016,Dem,KS,3/05/2016,sanders,26450,39043
2016,Dem,KS,3/05/2016,clinton,12593,39043
2016,Dem,KS,3/05/2016,?,0,39043
2016,Dem,KS,3/05/2016,o-malley,0,39043
2016,GOP,KS,3/05/2016,cruz,35207,73116
2016,GOP,KS,3/05/2016,trump,17062,73116
2016,GOP,KS,3/05/2016,rubio,12189,73116
2016,GOP,KS,3/05/2016,kasich,7795,73116
2016,GOP,KS,3/05/2016,carson,511,73116
2016,GOP,KS,3/05/2016,bush,78,73116
2016,GOP,KS,3/05/2016,fiorina,32,73116
2016,GOP,KY,3/05/2016,trump,82493,229667
2016,GOP,KY,3/05/2016,cruz,72503,229667
2016,GOP,KY,3/05/2016,rubio,37579,229667
2016,GOP,KY,3/05/2016,kasich,33134,229667
2016,GOP,KY,3/05/2016,carson,1951,229667
2016,GOP,KY,3/05/2016,paul,872,229667
2016,GOP,KY,3/05/2016,bush,305,229667
2016,GOP,KY,3/05/2016,huckabee,174,229667
2016,GOP,KY,3/05/2016,christie,65,229667
2016,GOP,KY,3/05/2016,fiorina,64,229667
2016,GOP,KY,3/05/2016,santorum,31,229667
2016,GOP,LA,3/05/2016,trump,124818,301169
2016,GOP,LA,3/05/2016,cruz,113949,301169
2016,GOP,LA,3/05/2016,rubio,33804,301169
2016,GOP,LA,3/05/2016,kasich,19355,301169
2016,GOP,LA,3/05/2016,carson,4544,301169
2016,GOP,LA,3/05/2016,bush,2144,301169
2016,GOP,LA,3/05/2016,paul,668,301169
2016,GOP,LA,3/05/2016,huckabee,645,301169
2016,GOP,LA,3/05/2016,christie,401,301169
2016,GOP,LA,3/05/2016,fiorina,243,301169
2016,GOP,LA,3/05/2016,?,219,301169
2016,GOP,LA,3/05/2016,santorum,180,301169
2016,GOP,LA,3/05/2016,?,151,301169
2016,GOP,LA,3/05/2016,?,48,301169
2016,Dem,LA,3/05/2016,clinton,221615,311613
2016,Dem,LA,3/05/2016,sanders,72240,311613
2016,Dem,LA,3/05/2016,?,4783,311613
2016,Dem,LA,3/05/2016,?,4509,311613
2016,Dem,LA,3/05/2016,o-malley,2550,311613
2016,Dem,LA,3/05/2016,?,1423,311613
2016,Dem,LA,3/05/2016,?,1355,311613
2016,Dem,LA,3/05/2016,?,1341,311613
2016,Dem,LA,3/05/2016,?,993,311613
2016,Dem,LA,3/05/2016,?,804,311613
2016,GOP,ME,3/05/2016,cruz,8550,18627
2016,GOP,ME,3/05/2016,trump,6070,18627
2016,GOP,ME,3/05/2016,kasich,2270,18627
2016,GOP,ME,3/05/2016,rubio,1492,18627
2016,GOP,ME,3/05/2016,carson,132,18627
2016,GOP,ME,3/05/2016,paul,55,18627
2016,GOP,ME,3/05/2016,bush,31,18627
2016,GOP,ME,3/05/2016,fiorina,17,18627
2016,GOP,ME,3/05/2016,huckabee,10,18627
2016,GOP,ME,3/05/2016,christie,0,18627
2016,Dem,NE,3/05/2016,sanders,19120,33460
2016,Dem,NE,3/05/2016,clinton,14340,33460
2016,Dem,NE,3/05/2016,?,0,33460
2016,Dem,ME,3/06/2016,sanders,2231,3470
2016,Dem,ME,3/06/2016,clinton,1232,3470
2016,GOP,HI,3/08/2016,trump,6805,15672
2016,GOP,HI,3/08/2016,cruz,5063,15672
2016,GOP,HI,3/08/2016,rubio,2068,15672
2016,GOP,HI,3/08/2016,kasich,1566,15672
2016,GOP,HI,3/08/2016,carson,146,15672
2016,GOP,HI,3/08/2016,bush,24,15672
2016,GOP,ID,3/08/2016,cruz,100942,222213
2016,GOP,ID,3/08/2016,trump,62478,222213
2016,GOP,ID,3/08/2016,rubio,35347,222213
2016,GOP,ID,3/08/2016,kasich,16517,222213
2016,GOP,ID,3/08/2016,carson,3887,222213
2016,GOP,ID,3/08/2016,bush,938,222213
2016,GOP,ID,3/08/2016,paul,834,222213
2016,GOP,ID,3/08/2016,huckabee,356,222213
2016,GOP,ID,3/08/2016,christie,355,222213
2016,GOP,ID,3/08/2016,fiorina,241,222213
2016,GOP,ID,3/08/2016,santorum,211,222213
2016,GOP,ID,3/08/2016,?,80,222213
2016,GOP,ID,3/08/2016,?,27,222213
2016,Dem,MI,3/08/2016,sanders,595222,1194643
2016,Dem,MI,3/08/2016,clinton,576795,1194643
2016,Dem,MI,3/08/2016,o-malley,2338,1194643
2016,Dem,MI,3/08/2016,?,863,1194643
2016,GOP,MI,3/08/2016,trump,483751,1324621
2016,GOP,MI,3/08/2016,cruz,330015,1324621
2016,GOP,MI,3/08/2016,kasich,321655,1324621
2016,GOP,MI,3/08/2016,rubio,123673,1324621
2016,GOP,MI,3/08/2016,carson,21342,1324621
2016,GOP,MI,3/08/2016,bush,10670,1324621
2016,GOP,MI,3/08/2016,paul,3776,1324621
2016,GOP,MI,3/08/2016,christie,3121,1324621
2016,GOP,MI,3/08/2016,huckabee,2606,1324621
2016,GOP,MI,3/08/2016,santorum,1725,1324621
2016,GOP,MI,3/08/2016,fiorina,1413,1324621
2016,GOP,MI,3/08/2016,?,592,1324621
2016,GOP,MI,3/08/2016,?,440,1324621
2016,Dem,MS,3/08/2016,clinton,182447,220790
2016,Dem,MS,3/08/2016,sanders,36348,220790
2016,Dem,MS,3/08/2016,?,874,220790
2016,Dem,MS,3/08/2016,o-malley,651,220790
2016,Dem,MS,3/08/2016,?,470,220790
2016,GOP,MS,3/08/2016,trump,191755,405210
2016,GOP,MS,3/08/2016,cruz,147065,405210
2016,GOP,MS,3/08/2016,kasich,35817,405210
2016,GOP,MS,3/08/2016,rubio,20768,405210
2016,GOP,MS,3/08/2016,carson,5309,405210
2016,GOP,MS,3/08/2016,bush,1557,405210
2016,GOP,MS,3/08/2016,huckabee,1033,405210
2016,GOP,MS,3/08/2016,paul,622,405210
2016,GOP,MS,3/08/2016,christie,480,405210
2016,GOP,MS,3/08/2016,santorum,284,405210
2016,GOP,MS,3/08/2016,fiorina,222,405210
2016,GOP,MS,3/08/2016,?,170,405210
2016,GOP,MS,3/08/2016,?,128,405210
2016,GOP,DC,3/12/2016,rubio,1059,2839
2016,GOP,DC,3/12/2016,kasich,1009,2839
2016,GOP,DC,3/12/2016,trump,391,2839
2016,GOP,DC,3/12/2016,cruz,351,2839
2016,GOP,DC,3/12/2016,bush,14,2839
2016,GOP,DC,3/12/2016,paul,12,2839
2016,GOP,DC,3/12/2016,carson,3,2839
2016,GOP,DC,3/12/2016,fiorina,0,2839
2016,GOP,WY,3/12/2016,cruz,644,971
2016,GOP,WY,3/12/2016,rubio,189,971
2016,GOP,WY,3/12/2016,trump,70,971
2016,GOP,WY,3/12/2016,paul,0,971
2016,GOP,WY,3/12/2016,kasich,0,971
2016,GOP,WY,3/12/2016,carson,0,971
2016,GOP,FL,3/15/2016,trump,1077221,2355183
2016,GOP,FL,3/15/2016,rubio,636653,2355183
2016,GOP,FL,3/15/2016,cruz,403640,2355183
2016,GOP,FL,3/15/2016,kasich,159412,2355183
2016,GOP,FL,3/15/2016,bush,43452,2355183
2016,GOP,FL,3/15/2016,carson,21163,2355183
2016,GOP,FL,3/15/2016,paul,4431,2355183
2016,GOP,FL,3/15/2016,huckabee,2617,2355183
2016,GOP,FL,3/15/2016,christie,2486,2355183
2016,GOP,FL,3/15/2016,fiorina,1894,2355183
2016,GOP,FL,3/15/2016,santorum,1204,2355183
2016,GOP,FL,3/15/2016,?,693,2355183
2016,GOP,FL,3/15/2016,gilmore,317,2355183
2016,Dem,FL,3/15/2016,clinton,1097400,1702878
2016,Dem,FL,3/15/2016,sanders,566603,1702878
2016,Dem,FL,3/15/2016,o-malley,38875,1702878
2016,GOP,IL,3/15/2016,trump,556916,1434006
2016,GOP,IL,3/15/2016,cruz,434038,1434006
2016,GOP,IL,3/15/2016,kasich,282874,1434006
2016,GOP,IL,3/15/2016,rubio,124568,1434006
2016,GOP,IL,3/15/2016,carson,11289,1434006
2016,GOP,IL,3/15/2016,bush,10974,1434006
2016,GOP,IL,3/15/2016,paul,4667,1434006
2016,GOP,IL,3/15/2016,christie,3326,1434006
2016,GOP,IL,3/15/2016,huckabee,2700,1434006
2016,GOP,IL,3/15/2016,fiorina,1512,1434006
2016,GOP,IL,3/15/2016,santorum,1142,1434006
2016,Dem,IL,3/15/2016,clinton,1017006,2015647
2016,Dem,IL,3/15/2016,sanders,982017,2015647
2016,Dem,IL,3/15/2016,?,6432,2015647
2016,Dem,IL,3/15/2016,o-malley,6064,2015647
2016,Dem,IL,3/15/2016,?,2362,2015647
2016,Dem,IL,3/15/2016,?,1766,2015647
2016,Dem,MO,3/15/2016,clinton,310602,626077
2016,Dem,MO,3/15/2016,sanders,309071,626077
2016,Dem,MO,3/15/2016,?,648,626077
2016,Dem,MO,3/15/2016,o-malley,441,626077
2016,Dem,MO,3/15/2016,?,433,626077
2016,Dem,MO,3/15/2016,?,343,626077
2016,Dem,MO,3/15/2016,?,307,626077
2016,Dem,MO,3/15/2016,?,283,626077
2016,Dem,MO,3/15/2016,?,247,626077
2016,GOP,MO,3/15/2016,trump,382093,933783
2016,GOP,MO,3/15/2016,cruz,380367,933783
2016,GOP,MO,3/15/2016,kasich,92533,933783
2016,GOP,MO,3/15/2016,rubio,57006,933783
2016,GOP,MO,3/15/2016,carson,8201,933783
2016,GOP,MO,3/15/2016,bush,3349,933783
2016,GOP,MO,3/15/2016,huckabee,2137,933783
2016,GOP,MO,3/15/2016,paul,1771,933783
2016,GOP,MO,3/15/2016,christie,1677,933783
2016,GOP,MO,3/15/2016,santorum,729,933783
2016,GOP,MO,3/15/2016,fiorina,603,933783
2016,GOP,MO,3/15/2016,?,101,933783
2016,Lib,MO,3/15/2016,?,851,2898
2016,Lib,MO,3/15/2016,?,401,2898
2016,Lib,MO,3/15/2016,?,241,2898
2016,Lib,MO,3/15/2016,?,134,2898
2016,Lib,MO,3/15/2016,?,99,2898
2016,Dem,NC,3/15/2016,clinton,616383,1129241
2016,Dem,NC,3/15/2016,sanders,460316,1129241
2016,Dem,NC,3/15/2016,o-malley,12007,1129241
2016,Dem,NC,3/15/2016,?,3350,1129241
2016,GOP,NC,3/15/2016,trump,458151,1138718
2016,GOP,NC,3/15/2016,cruz,418740,1138718
2016,GOP,NC,3/15/2016,kasich,144299,1138718
2016,GOP,NC,3/15/2016,rubio,87858,1138718
2016,GOP,NC,3/15/2016,carson,10913,1138718
2016,GOP,NC,3/15/2016,bush,3841,1138718
2016,GOP,NC,3/15/2016,huckabee,3076,1138718
2016,GOP,NC,3/15/2016,paul,2708,1138718
2016,GOP,NC,3/15/2016,christie,1244,1138718
2016,GOP,NC,3/15/2016,fiorina,944,1138718
2016,GOP,NC,3/15/2016,santorum,655,1138718
2016,GOP,NC,3/15/2016,gilmore,270,1138718
2016,Lib,NC,3/15/2016,?,2389,5757
2016,Lib,NC,3/15/2016,?,338,5757
2016,Lib,NC,3/15/2016,?,266,5757
2016,Lib,NC,3/15/2016,?,186,5757
2016,Lib,NC,3/15/2016,?,116,5757
2016,Lib,NC,3/15/2016,?,107,5757
2016,Lib,NC,3/15/2016,?,74,5757
2016,Lib,NC,3/15/2016,?,70,5757
2016,Lib,NC,3/15/2016,?,70,5757
2016,Lib,NC,3/15/2016,?,64,5757
2016,Lib,NC,3/15/2016,?,42,5757
2016,Dem,OH,3/15/2016,clinton,679266,1202163
2016,Dem,OH,3/15/2016,sanders,513549,1202163
2016,Dem,OH,3/15/2016,?,9348,1202163
2016,GOP,OH,3/15/2016,kasich,956762,2043043
2016,GOP,OH,3/15/2016,trump,727585,2043043
2016,GOP,OH,3/15/2016,cruz,267592,2043043
2016,GOP,OH,3/15/2016,rubio,59418,2043043
2016,GOP,OH,3/15/2016,carson,14883,2043043
2016,GOP,OH,3/15/2016,bush,5572,2043043
2016,GOP,OH,3/15/2016,huckabee,4980,2043043
2016,GOP,OH,3/15/2016,christie,2586,2043043
2016,GOP,OH,3/15/2016,fiorina,2287,2043043
2016,GOP,OH,3/15/2016,santorum,1378,2043043
2016,Dem,AZ,3/22/2016,clinton,235697,409013
2016,Dem,AZ,3/22/2016,sanders,163400,409013
2016,Dem,AZ,3/22/2016,o-malley,3599,409013
2016,Dem,AZ,3/22/2016,?,2540,409013
2016,Dem,AZ,3/22/2016,?,2118,409013
2016,Dem,AZ,3/22/2016,?,1659,409013
2016,GOP,AZ,3/22/2016,trump,249916,530749
2016,GOP,AZ,3/22/2016,cruz,132147,530749
2016,GOP,AZ,3/22/2016,rubio,70556,530749
2016,GOP,AZ,3/22/2016,kasich,53040,530749
2016,GOP,AZ,3/22/2016,carson,14321,530749
2016,GOP,AZ,3/22/2016,bush,4076,530749
2016,GOP,AZ,3/22/2016,paul,2035,530749
2016,GOP,AZ,3/22/2016,fiorina,1177,530749
2016,GOP,AZ,3/22/2016,huckabee,1168,530749
2016,GOP,AZ,3/22/2016,christie,919,530749
2016,GOP,AZ,3/22/2016,santorum,463,530749
2016,GOP,AZ,3/22/2016,?,449,530749
2016,GOP,AZ,3/22/2016,?,265,530749
2016,GOP,AZ,3/22/2016,?,217,530749
2016,Dem,ID,3/22/2016,sanders,18640,23884
2016,Dem,ID,3/22/2016,clinton,5065,23884
2016,Dem,ID,3/22/2016,?,4,23884
2016,Dem,UT,3/22/2016,sanders,61333,77344
2016,Dem,UT,3/22/2016,clinton,15666,77344
2016,Dem,UT,3/22/2016,?,19,77344
2016,Dem,UT,3/22/2016,?,9,77344
2016,GOP,UT,3/22/2016,cruz,122567,177204
2016,GOP,UT,3/22/2016,kasich,29773,177204
2016,GOP,UT,3/22/2016,trump,24864,177204
2016,GOP,UT,3/22/2016,rubio,0,177204
2016,Dem,AK,3/26/2016,sanders,440,539
2016,Dem,AK,3/26/2016,clinton,99,539
2016,Dem,AK,3/26/2016,?,0,539
2016,Dem,HI,3/26/2016,sanders,23530,33716
2016,Dem,HI,3/26/2016,clinton,10125,33716
2016,Dem,HI,3/26/2016,?,12,33716
2016,Dem,HI,3/26/2016,o-malley,6,33716
2016,Dem,WA,3/26/2016,sanders,19159,26345
2016,Dem,WA,3/26/2016,clinton,7140,26345
2016,Dem,WI,4/05/2016,sanders,567936,1003904
2016,Dem,WI,4/05/2016,clinton,432767,1003904
2016,Dem,WI,4/05/2016,o-malley,1765,1003904
2016,GOP,WI,4/05/2016,cruz,531129,1101123
2016,GOP,WI,4/05/2016,trump,386370,1101123
2016,GOP,WI,4/05/2016,kasich,155200,1101123
2016,GOP,WI,4/05/2016,rubio,10569,1101123
2016,GOP,WI,4/05/2016,carson,5608,1101123
2016,GOP,WI,4/05/2016,bush,3153,1101123
2016,GOP,WI,4/05/2016,paul,2491,1101123
2016,GOP,WI,4/05/2016,huckabee,1428,1101123
2016,GOP,WI,4/05/2016,christie,1310,1101123
2016,GOP,WI,4/05/2016,fiorina,825,1101123
2016,GOP,WI,4/05/2016,santorum,510,1101123
2016,GOP,WI,4/05/2016,gilmore,242,1101123
2016,Dem,WY,4/09/2016,sanders,156,280
2016,Dem,WY,4/09/2016,clinton,124,280
2016,Dem,WY,4/09/2016,?,0,280
2016,Dem,NY,4/19/2016,clinton,1054083,1817552
2016,Dem,NY,4/19/2016,sanders,763469,1817552
2016,GOP,NY,4/19/2016,trump,524932,868987
2016,GOP,NY,4/19/2016,kasich,217904,868987
2016,GOP,NY,4/19/2016,cruz,126151,868987
2016,GOP,NY,4/19/2016,carson,0,868987
2016,GOP,CT,4/26/2016,trump,123367,213212
2016,GOP,CT,4/26/2016,kasich,60481,213212
2016,GOP,CT,4/26/2016,cruz,24969,213212
2016,GOP,CT,4/26/2016,carson,1741,213212
2016,Dem,CT,4/26/2016,clinton,170075,328322
2016,Dem,CT,4/26/2016,sanders,152410,328322
2016,Dem,CT,4/26/2016,?,960,328322
2016,Dem,DE,4/26/2016,clinton,55950,93633
2016,Dem,DE,4/26/2016,sanders,36659,93633
2016,Dem,DE,4/26/2016,?,1024,93633
2016,GOP,DE,4/26/2016,trump,42472,69892
2016,GOP,DE,4/26/2016,kasich,14225,69892
2016,GOP,DE,4/26/2016,cruz,11110,69892
2016,GOP,DE,4/26/2016,carson,885,69892
2016,GOP,DE,4/26/2016,rubio,622,69892
2016,GOP,DE,4/26/2016,bush,578,69892
2016,Dem,MD,4/26/2016,clinton,533247,846039
2016,Dem,MD,4/26/2016,sanders,281275,846039
2016,Dem,MD,4/26/2016,?,3386,846039
2016,GOP,MD,4/26/2016,trump,236623,434572
2016,GOP,MD,4/26/2016,kasich,100089,434572
2016,GOP,MD,4/26/2016,cruz,82038,434572
2016,GOP,MD,4/26/2016,carson,5626,434572
2016,GOP,MD,4/26/2016,rubio,2945,434572
2016,GOP,MD,4/26/2016,bush,2437,434572
2016,GOP,MD,4/26/2016,paul,1451,434572
2016,GOP,MD,4/26/2016,christie,1184,434572
2016,GOP,MD,4/26/2016,fiorina,946,434572
2016,GOP,MD,4/26/2016,huckabee,787,434572
2016,GOP,MD,4/26/2016,santorum,446,434572
2016,GOP,PA,4/26/2016,trump,892702,1573338
2016,GOP,PA,4/26/2016,cruz,340201,1573338
2016,GOP,PA,4/26/2016,kasich,304793,1573338
2016,GOP,PA,4/26/2016,carson,14616,1573338
2016,GOP,PA,4/26/2016,rubio,11739,1573338
2016,GOP,PA,4/26/2016,bush,9287,1573338
2016,Dem,PA,4/26/2016,clinton,918689,1652947
2016,Dem,PA,4/26/2016,sanders,719955,1652947
2016,Dem,PA,4/26/2016,?,14303,1652947
2016,GOP,RI,4/26/2016,trump,39059,61179
2016,GOP,RI,4/26/2016,kasich,14929,61179
2016,GOP,RI,4/26/2016,cruz,6393,61179
2016,GOP,RI,4/26/2016,rubio,381,61179
2016,Dem,RI,4/26/2016,sanders,66720,121253
2016,Dem,RI,4/26/2016,clinton,52493,121253
2016,Dem,RI,4/26/2016,?,236,121253
2016,Dem,RI,4/26/2016,?,145,121253
2016,Dem,IN,5/03/2016,sanders,335256,638638
2016,Dem,IN,5/03/2016,clinton,303382,638638
2016,GOP,IN,5/03/2016,trump,590460,1108730
2016,GOP,IN,5/03/2016,cruz,406280,1108730
2016,GOP,IN,5/03/2016,kasich,83913,1108730
2016,GOP,IN,5/03/2016,carson,8900,1108730
2016,GOP,IN,5/03/2016,bush,6492,1108730
2016,GOP,IN,5/03/2016,rubio,5167,1108730
2016,GOP,IN,5/03/2016,paul,4294,1108730
2016,GOP,IN,5/03/2016,christie,1733,1108730
2016,GOP,IN,5/03/2016,fiorina,1491,1108730
2016,Dem,NE,5/10/2016,clinton,41829,78543
2016,Dem,NE,5/10/2016,sanders,36714,78543
2016,GOP,NE,5/10/2016,trump,121287,197430
2016,GOP,NE,5/10/2016,cruz,36418,197430
2016,GOP,NE,5/10/2016,kasich,22526,197430
2016,GOP,NE,5/10/2016,carson,10029,197430
2016,GOP,NE,5/10/2016,rubio,7170,197430
2016,Lib,NE,5/10/2016,?,366,707
2016,Lib,NE,5/10/2016,?,136,707
2016,Lib,NE,5/10/2016,?,122,707
2016,Lib,NE,5/10/2016,?,48,707
2016,Lib,NE,5/10/2016,?,35,707
2016,Dem,WV,5/10/2016,sanders,123860,241016
2016,Dem,WV,5/10/2016,clinton,86354,241016
2016,Dem,WV,5/10/2016,?,21559,241016
2016,Dem,WV,5/10/2016,?,4452,241016
2016,Dem,WV,5/10/2016,o-malley,3781,241016
2016,Dem,WV,5/10/2016,?,1010,241016
2016,GOP,WV,5/10/2016,trump,156245,202880
2016,GOP,WV,5/10/2016,cruz,18208,202880
2016,GOP,WV,5/10/2016,kasich,13685,202880
2016,GOP,WV,5/10/2016,carson,4397,202880
2016,GOP,WV,5/10/2016,rubio,2895,202880
2016,GOP,WV,5/10/2016,bush,2298,202880
2016,GOP,WV,5/10/2016,paul,1789,202880
2016,GOP,WV,5/10/2016,huckabee,1770,202880
2016,GOP,WV,5/10/2016,christie,723,202880
2016,GOP,WV,5/10/2016,fiorina,658,202880
2016,GOP,WV,5/10/2016,?,212,202880
2016,Dem,KY,5/17/2016,clinton,212550,454573
2016,Dem,KY,5/17/2016,sanders,210626,454573
2016,Dem,KY,5/17/2016,o-malley,5703,454573
2016,Dem,KY,5/17/2016,?,1593,454573
2016,GOP,OR,5/17/2016,trump,240804,361490
2016,GOP,OR,5/17/2016,cruz,61590,361490
2016,GOP,OR,5/17/2016,kasich,59096,361490
2016,Dem,OR,5/17/2016,sanders,320746,572485
2016,Dem,OR,5/17/2016,clinton,251739,572485
2016,Dem,WA,5/24/2016,clinton,380760,719043
2016,Dem,WA,5/24/2016,sanders,338283,719043
2016,GOP,WA,5/24/2016,trump,403003,531497
2016,GOP,WA,5/24/2016,cruz,55719,531497
2016,GOP,WA,5/24/2016,kasich,52129,531497
2016,GOP,WA,5/24/2016,carson,20646,531497
2016,Lib,CA,6/07/2016,?,12655,21126
2016,Lib,CA,6/07/2016,?,2241,21126
2016,Lib,CA,6/07/2016,?,1228,21126
2016,Lib,CA,6/07/2016,?,1131,21126
2016,Lib,CA,6/07/2016,?,659,21126
2016,Lib,CA,6/07/2016,?,654,21126
2016,Lib,CA,6/07/2016,?,606,21126
2016,Lib,CA,6/07/2016,?,540,21126
2016,Lib,CA,6/07/2016,?,402,21126
2016,Lib,CA,6/07/2016,?,373,21126
2016,Lib,CA,6/07/2016,?,351,21126
2016,Lib,CA,6/07/2016,?,286,21126
2016,Grn,CA,6/07/2016,?,7444,9924
2016,Grn,CA,6/07/2016,?,1036,9924
2016,Grn,CA,6/07/2016,?,586,9924
2016,Grn,CA,6/07/2016,?,442,9924
2016,Grn,CA,6/07/2016,?,416,9924
2016,PFP,CA,6/07/2016,?,1762,3584
2016,PFP,CA,6/07/2016,?,1080,3584
2016,PFP,CA,6/07/2016,?,742,3584
2016,Dem,CA,6/07/2016,clinton,1940580,3475720
2016,Dem,CA,6/07/2016,sanders,1502043,3475720
2016,Dem,CA,6/07/2016,?,8709,3475720
2016,Dem,CA,6/07/2016,?,7905,3475720
2016,Dem,CA,6/07/2016,?,5780,3475720
2016,Dem,CA,6/07/2016,?,5433,3475720
2016,Dem,CA,6/07/2016,?,5270,3475720
2016,AIP,CA,6/07/2016,?,5850,29810
2016,AIP,CA,6/07/2016,?,5186,29810
2016,AIP,CA,6/07/2016,?,4943,29810
2016,AIP,CA,6/07/2016,?,3870,29810
2016,AIP,CA,6/07/2016,?,3813,29810
2016,AIP,CA,6/07/2016,?,3223,29810
2016,AIP,CA,6/07/2016,?,2925,29810
2016,GOP,CA,6/07/2016,trump,1174829,1560820
2016,GOP,CA,6/07/2016,kasich,176620,1560820
2016,GOP,CA,6/07/2016,cruz,144125,1560820
2016,GOP,CA,6/07/2016,carson,54145,1560820
2016,GOP,CA,6/07/2016,gilmore,11101,1560820
2016,Dem,MT,6/07/2016,sanders,63168,123726
2016,Dem,MT,6/07/2016,clinton,55194,123726
2016,GOP,MT,6/07/2016,trump,114056,154810
2016,GOP,MT,6/07/2016,cruz,14476,154810
2016,GOP,MT,6/07/2016,kasich,10622,154810
2016,GOP,MT,6/07/2016,rubio,5113,154810
2016,GOP,MT,6/07/2016,bush,3248,154810
2016,Dem,ND,6/07/2016,sanders,253,394
2016,Dem,ND,6/07/2016,clinton,101,394
2016,Dem,ND,6/07/2016,?,0,394
2016,Dem,ND,6/07/2016,?,0,394
2016,Dem,ND,6/07/2016,?,0,394
2016,GOP,NJ,6/07/2016,trump,356697,443724
2016,GOP,NJ,6/07/2016,kasich,59506,443724
2016,GOP,NJ,6/07/2016,cruz,27521,443724
2016,Dem,NJ,6/07/2016,clinton,554237,877496
2016,Dem,NJ,6/07/2016,sanders,323259,877496
2016,Dem,NM,6/07/2016,clinton,110451,214307
2016,Dem,NM,6/07/2016,sanders,103856,214307
2016,GOP,NM,6/07/2016,trump,73530,104029
2016,GOP,NM,6/07/2016,cruz,13825,104029
2016,GOP,NM,6/07/2016,kasich,7870,104029
2016,GOP,NM,6/07/2016,carson,3804,104029
2016,GOP,NM,6/07/2016,bush,3495,104029
2016,GOP,NM,6/07/2016,fiorina,1505,104029
2016,GOP,SD,6/07/2016,trump,44866,66877
2016,GOP,SD,6/07/2016,cruz,11352,66877
2016,GOP,SD,6/07/2016,kasich,10659,66877
2016,Dem,SD,6/07/2016,clinton,27046,53004
2016,Dem,SD,6/07/2016,sanders,25958,53004
